28639, 27350, 30835, 6303, 42526, 27317, 6575, 47257, 38727, 33186
1537, 7760, 43723, 13171, 44501, 43720, 42978, 3706, 25994, 44529
37134, 34962, 24278, 6079, 19144, 38977, 29702, 39836, 21316, 9745
41955, 21699, 27295, 47717, 19618, 39289, 5366, 4770, 13767, 23557
35751, 37173, 37931, 25516, 4965, 39846, 6297, 48347, 38796, 26778
28365, 47489, 43320, 44553, 45035, 13554, 46911, 27495, 42812, 47628
36541, 41850, 48660, 9622, 40864, 37829, 14621, 29461, 2587, 43770
8545, 21271, 5291, 48842, 34413, 15589, 17252, 45612, 8341, 36060
13489, 23878, 40226, 19825, 20481, 37185, 19558, 16892, 32255, 708
32533, 26381, 13088, 39877, 5192, 4167, 35106, 29215, 33531, 26896
47282, 3571, 24551, 19272, 12545, 23175, 11279, 27847, 7215, 31456
43743, 41539, 14819, 26851, 10511, 8673, 46982, 37824, 37183, 41076
8457, 42948, 3618, 20296, 41838, 32355, 45672, 41783, 13585, 30833
23991, 27319, 21547, 24277, 10816, 19022, 14939, 7445, 20735, 9733
47470, 11296, 3050, 43660, 46616, 15793, 18696, 46002, 36013, 39391
32155, 27598, 6407, 2994, 3789, 21752, 48065, 32558, 19002, 11540
33440, 15877, 16849, 45714, 10843, 44572, 12925, 14412, 15195, 47242
16290, 39764, 25859, 26731, 34319, 19625, 24857, 27226, 23782, 18255
46436, 34167, 22855, 17598, 14146, 14128, 45929, 25513, 8547, 18907
40986, 16399, 47837, 39326, 27626, 27313, 16826, 43826, 27399, 15850
47030, 28492, 49015, 44331, 38598, 18278, 21902, 7823, 43312, 35857
1463, 38014, 49459, 27031, 41646, 6508, 29620, 19354, 26893, 28654
3461, 23003, 20815, 45608, 47428, 45603, 12256, 13734, 28028, 15083
22936, 45622, 34453, 10704, 23474, 32286, 46317, 33815, 27453, 32015
20604, 41712, 36622, 26552, 24286, 31581, 43190, 49491, 35380, 20399
43331, 20679, 43310, 12846, 42359, 958, 45417, 36214, 26621, 31574
47812, 37227, 7065, 49362, 25753, 28549, 15750, 2763, 25298, 22534
32578, 28237, 27056, 46976, 3628, 42503, 33943, 17206, 5487, 25677
46188, 18157, 919, 19218, 26323, 32117, 6564, 42449, 47254, 41912
6553, 18503, 17860, 30996, 5674, 47214, 25071, 33900, 14944, 16079
34462, 8580, 45505, 12148, 38914, 23689, 40630, 21991, 35225, 43398
18226, 7942, 49198, 34282, 32758, 8946, 19893, 16230, 9225, 49284
22399, 30947, 20412, 21760, 9036, 41102, 49855, 39624, 49638, 44563
2222, 25715, 24023, 32802, 4854, 39424, 21319, 48298, 2987, 21784
3902, 34874, 13573, 15447, 37809, 41892, 36105, 49597, 30036, 27056
10887, 25555, 40045, 27401, 31607, 8334, 49523, 49414, 30208, 21400
15759, 31386, 37843, 26375, 12012, 27546, 26240, 26036, 25541, 35231
17816, 19990, 25671, 14557, 25258, 42126, 28822, 4602, 12393, 43818
16718, 14148, 48834, 45520, 45071, 38389, 8175, 7596, 2975, 7652
36420, 7176, 313, 10106, 34970, 4666, 25282, 45826, 40906, 38580
42447, 9248, 6532, 20582, 224, 49609, 41797, 7695, 3798, 4609
40612, 11376, 35078, 20108, 49026, 46871, 15389, 6952, 45775, 28306
13865, 8474, 47088, 44735, 8886, 27744, 15599, 46457, 53, 10367
43392, 45106, 47670, 37023, 31768, 38875, 11957, 8309, 36648, 12139
7117, 32109, 35636, 23611, 11729, 41086, 30272, 21454, 4477, 7409
20388, 10526, 33394, 41236, 17470, 11626, 30632, 46681, 47399, 5303
16907, 177, 3603, 3938, 1710, 21732, 42761, 22222, 18707, 28642
42876, 36153, 13564, 2172, 23420, 14906, 3868, 30727, 38289, 46814
11434, 3720, 1391, 21566, 26295, 15157, 31994, 35291, 11610, 13346
24651, 23031, 1505, 49248, 23431, 19325, 7587, 16370, 42115, 33883
9631, 20545, 12159, 187, 31508, 20457, 2139, 44676, 15033, 36559
29802, 26350, 24604, 21246, 10371, 13339, 43710, 34188, 43314, 1019
37089, 38725, 38879, 2129, 5494, 12673, 24070, 21448, 20778, 2199
27033, 42979, 27603, 16917, 37197, 10668, 39363, 45816, 3698, 36577
20061, 14958, 616, 9522, 49951, 47765, 46560, 44580, 39721, 20492
17551, 28511, 21887, 46640, 28037, 44820, 46013, 35395, 40263, 82
44692, 11376, 24850, 21608, 25174, 4445, 32965, 32915, 46959, 48119
43143, 15660, 8763, 22556, 27373, 48867, 30853, 25046, 28512, 31048
35380, 47845, 48909, 46143, 14728, 27276, 16505, 32675, 36031, 12408
34008, 13090, 39802, 31793, 22188, 25231, 34217, 26766, 16947, 10722
39210, 22179, 24675, 37439, 26212, 48716, 7154, 26032, 5493, 41515
30491, 10096, 6923, 3575, 4022, 14040, 19240, 47254, 48689, 12784
31740, 4433, 32357, 8248, 14146, 16491, 34406, 44358, 30866, 31535
14680, 46985, 14039, 26787, 40563, 8442, 5271, 47662, 1094, 17835
1384, 29056, 28490, 137, 12452, 27264, 12528, 45276, 36683, 9437
37245, 38112, 15805, 3368, 2794, 48262, 16878, 39124, 16869, 27319
25741, 9794, 15173, 39352, 40823, 5958, 21035, 11496, 6991, 49693
21711, 41089, 11103, 4922, 49842, 19762, 40183, 16446, 12901, 12133
29843, 13949, 23052, 38812, 20734, 6040, 39733, 5389, 30320, 30162
23553, 46859, 2214, 49945, 10295, 17589, 2371, 17462, 34719, 25231
30652, 35555, 21277, 40315, 16987, 49158, 42595, 19636, 27749, 13786
510, 48287, 6329, 47187, 10130, 35924, 39382, 13234, 22988, 34310
47912, 10289, 19006, 27445, 7911, 22077, 13477, 20240, 31413, 32619
